loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_status,start_date
LOAN009248,CUS013250,Personal Loan,566065,7.4,Approved,2021-08-18
LOAN009249,CUS010189,Personal Loan,529457,8.87,Approved,2023-09-14
LOAN009250,CUS011221,Gold Loan,173676,10.05,Pending,2024-07-27
LOAN009251,CUS012914,Gold Loan,4800475,12.64,Approved,2022-11-14
LOAN009252,CUS003612,Home Loan,299661,12.18,Approved,2023-08-18
LOAN009253,CUS016861,Business Loan,579397,7.96,Closed,2021-06-08
LOAN009254,CUS003605,Home Loan,662044,12.83,Approved,2024-06-01
LOAN009255,CUS014299,Business Loan,280348,13.33,Approved,2024-04-04
LOAN009256,CUS017855,Home Loan,1535127,8.2,Closed,2025-06-23
LOAN009257,CUS017397,Car Loan,64097,7.82,Approved,2020-08-22
LOAN009258,CUS002589,Gold Loan,235833,13.57,Approved,2022-07-09
LOAN009259,CUS014546,Business Loan,3000897,9.4,Approved,2021-04-19
LOAN009260,CUS006610,Personal Loan,574906,11.94,Approved,2022-03-11
LOAN009261,CUS005267,Education Loan,259775,10.1,Approved,2022-09-04
LOAN009262,CUS008755,Car Loan,277193,12.93,Approved,2022-11-28
LOAN009263,CUS015749,Business Loan,950003,9.62,Approved,2021-04-02
LOAN009264,CUS013928,Home Loan,140905,11.18,Approved,2023-10-27
LOAN009265,CUS013304,Car Loan,215100,9.05,Approved,2024-11-21
LOAN009266,CUS007984,Personal Loan,585854,9.78,Pending,2024-10-13
LOAN009267,CUS000117,Personal Loan,602393,12.67,Approved,2025-07-24
LOAN009268,CUS008437,Car Loan,272439,12.42,Approved,2020-05-17
LOAN009269,CUS019163,Education Loan,699472,12.67,Approved,2023-01-06
LOAN009270,CUS017573,Personal Loan,605253,8.48,Approved,2021-09-20
LOAN009271,CUS019862,Education Loan,2135090,9.32,Closed,2025-05-03
LOAN009272,CUS012922,Personal Loan,218447,8.33,Approved,2021-03-13
LOAN009273,CUS001596,Business Loan,97868,10.59,Closed,2021-03-27
LOAN009274,CUS013662,Car Loan,240850,9.69,Approved,2020-11-27
LOAN009275,CUS019886,Car Loan,4553200,8.67,Approved,2023-11-28
LOAN009276,CUS018983,Car Loan,602770,11.18,Closed,2024-12-12
LOAN009277,CUS011400,Home Loan,83233,8.97,Approved,2020-04-15
LOAN009278,CUS006453,Personal Loan,81318,12.79,Approved,2025-03-23
LOAN009279,CUS005076,Education Loan,261375,8.99,Approved,2020-07-07
LOAN009280,CUS012601,Personal Loan,252999,10.02,Approved,2022-03-20
LOAN009281,CUS000548,Car Loan,1177460,13.55,Approved,2020-07-11
LOAN009282,CUS000469,Home Loan,87352,13.36,Approved,2023-11-25
LOAN009283,CUS016738,Gold Loan,8524148,13.05,Approved,2023-01-19
LOAN009284,CUS006160,Business Loan,4245328,13.62,Approved,2020-12-26
LOAN009285,CUS005117,Car Loan,258840,8.92,Approved,2020-03-18
LOAN009286,CUS004011,Home Loan,249701,10.16,Approved,2021-10-09
LOAN009287,CUS007334,Personal Loan,7595948,10.23,Approved,2023-10-07
LOAN009288,CUS013238,Home Loan,2517147,11.34,Approved,2020-08-17
LOAN009289,CUS017268,Business Loan,1316228,10.13,Pending,2021-10-11
LOAN009290,CUS002292,Home Loan,139775,8.44,Approved,2020-12-09
LOAN009291,CUS016729,Education Loan,54585,8.56,Pending,2022-03-26
LOAN009292,CUS007305,Home Loan,263479,10.75,Approved,2022-01-17
LOAN009293,CUS005579,Business Loan,877200,13.18,Approved,2020-09-20
LOAN009294,CUS001266,Personal Loan,2539158,8.57,Closed,2020-01-01
LOAN009295,CUS015609,Personal Loan,83254,9.21,Approved,2024-02-24
LOAN009296,CUS003348,Gold Loan,1881639,13.48,Approved,2021-11-13
LOAN009297,CUS005309,Personal Loan,3527529,10.99,Approved,2025-09-21
LOAN009298,CUS011217,Personal Loan,6068661,10.84,Closed,2025-08-05
LOAN009299,CUS006726,Car Loan,93340,10.72,Approved,2020-09-20
LOAN009300,CUS006837,Gold Loan,1548500,13.4,Approved,2020-07-05
LOAN009301,CUS008468,Car Loan,226880,7.32,Approved,2021-04-10
LOAN009302,CUS007943,Education Loan,58338,12.61,Approved,2023-11-10
LOAN009303,CUS003541,Gold Loan,172205,9.57,Pending,2022-08-23
LOAN009304,CUS017809,Business Loan,586634,13.17,Approved,2024-10-04
LOAN009305,CUS013543,Education Loan,852087,10.05,Approved,2021-12-24
LOAN009306,CUS018465,Personal Loan,150415,9.42,Pending,2025-07-27
LOAN009307,CUS001657,Business Loan,8113997,8.61,Pending,2021-03-17
LOAN009308,CUS013453,Personal Loan,7032935,8.75,Closed,2020-05-28
LOAN009309,CUS019645,Gold Loan,1407375,9.59,Approved,2021-11-02
LOAN009310,CUS019018,Business Loan,50344,11.18,Approved,2021-02-26
LOAN009311,CUS005932,Home Loan,2424451,9.16,Approved,2024-01-19
LOAN009312,CUS010994,Personal Loan,938743,12.1,Pending,2020-07-10
LOAN009313,CUS004706,Gold Loan,823296,10.18,Pending,2024-05-15
LOAN009314,CUS011333,Car Loan,848568,13.61,Approved,2024-07-12
LOAN009315,CUS009108,Business Loan,53877,12.7,Approved,2025-07-04
LOAN009316,CUS009376,Home Loan,9752384,7.55,Approved,2023-03-14
LOAN009317,CUS011953,Home Loan,54045,11.29,Approved,2021-09-15
LOAN009318,CUS014088,Personal Loan,223191,10.89,Approved,2024-10-24
LOAN009319,CUS019683,Personal Loan,619351,12.03,Approved,2022-01-04
LOAN009320,CUS008095,Education Loan,86003,12.02,Approved,2025-03-17
LOAN009321,CUS009280,Gold Loan,1403968,10.09,Approved,2024-11-26
LOAN009322,CUS011678,Car Loan,129814,11.01,Pending,2023-08-24
LOAN009323,CUS013656,Education Loan,290868,9.26,Approved,2022-04-13
LOAN009324,CUS010511,Education Loan,105040,10.82,Approved,2024-03-08
LOAN009325,CUS008774,Business Loan,874100,10.96,Approved,2020-10-05
LOAN009326,CUS012730,Car Loan,2877502,10.12,Closed,2023-11-23
LOAN009327,CUS006021,Education Loan,180607,10.38,Pending,2022-01-23
LOAN009328,CUS016767,Gold Loan,236127,12.6,Approved,2023-04-14
LOAN009329,CUS011864,Car Loan,967078,8.83,Pending,2022-01-24
LOAN009330,CUS003590,Business Loan,185264,11.73,Approved,2024-05-21
LOAN009331,CUS006741,Education Loan,656631,8.33,Closed,2025-03-24
LOAN009332,CUS009692,Gold Loan,97106,8.96,Approved,2025-09-13
LOAN009333,CUS007683,Home Loan,121637,13.66,Approved,2023-11-06
LOAN009334,CUS013683,Gold Loan,269202,8.56,Approved,2025-10-11
LOAN009335,CUS013770,Gold Loan,1902948,11.84,Pending,2021-06-02
LOAN009336,CUS012735,Car Loan,283002,11.52,Approved,2023-11-15
LOAN009337,CUS012807,Car Loan,57104,9.42,Approved,2021-03-22
LOAN009338,CUS002656,Gold Loan,2688908,9.29,Pending,2022-08-10
LOAN009339,CUS017914,Car Loan,76569,8.53,Approved,2021-09-18
LOAN009340,CUS004761,Home Loan,181758,11.07,Approved,2022-05-05
LOAN009341,CUS014262,Car Loan,270079,9.21,Approved,2020-04-06
LOAN009342,CUS011957,Education Loan,1779711,8.92,Approved,2024-11-26
LOAN009343,CUS007371,Education Loan,110722,9.27,Pending,2023-09-24
LOAN009344,CUS006708,Business Loan,142689,9.61,Closed,2021-03-12
LOAN009345,CUS011101,Education Loan,2014482,12.9,Approved,2025-09-25
LOAN009346,CUS010670,Car Loan,247515,8.06,Approved,2025-02-11
LOAN009347,CUS013175,Personal Loan,697913,7.37,Pending,2024-05-02
LOAN009348,CUS004881,Education Loan,6927063,12.72,Approved,2023-05-16
LOAN009349,CUS003624,Education Loan,85314,11.16,Approved,2020-09-17
LOAN009350,CUS003245,Business Loan,201813,13.28,Approved,2024-11-27
LOAN009351,CUS012885,Home Loan,149694,10.55,Approved,2023-04-24
LOAN009352,CUS011397,Education Loan,5098046,11.28,Approved,2020-04-23
LOAN009353,CUS010222,Personal Loan,89846,10.34,Approved,2021-10-04
LOAN009354,CUS012101,Education Loan,251902,13.01,Approved,2020-04-10
LOAN009355,CUS016654,Business Loan,319937,7.52,Approved,2022-02-18
LOAN009356,CUS002256,Education Loan,2929440,13.35,Approved,2021-12-15
LOAN009357,CUS003623,Education Loan,77397,12.29,Approved,2024-08-05
LOAN009358,CUS006969,Home Loan,68915,9.63,Approved,2024-10-02
LOAN009359,CUS001578,Gold Loan,220367,9.35,Approved,2023-04-06
LOAN009360,CUS014320,Business Loan,155407,10.1,Approved,2024-07-04
LOAN009361,CUS005536,Business Loan,215664,9.79,Approved,2025-08-04
LOAN009362,CUS018657,Car Loan,95907,9.08,Pending,2024-12-28
LOAN009363,CUS006577,Gold Loan,750786,8.25,Approved,2020-12-19
LOAN009364,CUS000965,Car Loan,2637684,8.2,Closed,2022-02-26
LOAN009365,CUS015997,Car Loan,159590,12.19,Closed,2025-12-18
LOAN009366,CUS013955,Gold Loan,281974,13.64,Approved,2020-03-02
LOAN009367,CUS011872,Personal Loan,193444,10.49,Pending,2020-10-22
LOAN009368,CUS014714,Business Loan,1392819,12.74,Pending,2020-07-04
LOAN009369,CUS008993,Home Loan,368442,10.65,Approved,2023-12-18
LOAN009370,CUS019622,Home Loan,189323,12.14,Approved,2021-09-08
LOAN009371,CUS002208,Business Loan,636183,8.95,Pending,2020-12-05
LOAN009372,CUS005239,Education Loan,705203,11.61,Approved,2023-06-27
LOAN009373,CUS011806,Business Loan,498956,7.58,Approved,2022-10-23
LOAN009374,CUS010723,Home Loan,281713,10.84,Pending,2023-09-10
LOAN009375,CUS019681,Personal Loan,122215,11.57,Approved,2020-09-05
LOAN009376,CUS017567,Home Loan,173410,11.66,Approved,2024-09-24
LOAN009377,CUS013647,Personal Loan,299691,12.26,Pending,2021-02-04
LOAN009378,CUS002878,Home Loan,112785,10.66,Approved,2020-03-19
LOAN009379,CUS019689,Car Loan,119713,9.56,Pending,2021-05-10
LOAN009380,CUS010149,Gold Loan,2692976,11.34,Approved,2022-07-27
LOAN009381,CUS015788,Gold Loan,138715,8.07,Approved,2023-04-22
LOAN009382,CUS010043,Home Loan,215781,12.96,Approved,2020-11-13
LOAN009383,CUS015401,Business Loan,78258,12.96,Approved,2024-11-03
LOAN009384,CUS007018,Personal Loan,293373,10.77,Closed,2025-07-16
LOAN009385,CUS009452,Car Loan,102014,12.41,Pending,2023-07-04
LOAN009386,CUS007077,Personal Loan,2581686,13.36,Pending,2022-01-15
LOAN009387,CUS018879,Personal Loan,8355161,7.95,Approved,2022-11-05
LOAN009388,CUS006189,Personal Loan,560618,11.36,Pending,2025-03-02
LOAN009389,CUS006693,Business Loan,286035,12.52,Approved,2023-01-16
LOAN009390,CUS008934,Car Loan,210033,10.9,Approved,2024-06-08
LOAN009391,CUS008027,Personal Loan,186877,12.33,Pending,2023-04-06
LOAN009392,CUS011306,Home Loan,295548,13.03,Approved,2025-07-12
LOAN009393,CUS009760,Car Loan,704306,7.85,Closed,2024-09-17
LOAN009394,CUS012895,Home Loan,80701,7.25,Approved,2021-05-07
LOAN009395,CUS014639,Home Loan,65749,13.26,Closed,2024-02-27
LOAN009396,CUS014213,Car Loan,421937,8.24,Approved,2024-11-22
LOAN009397,CUS016106,Home Loan,67471,10.01,Closed,2020-03-15
LOAN009398,CUS004306,Business Loan,801693,11.29,Approved,2024-07-01
LOAN009399,CUS016694,Education Loan,6433717,13.8,Approved,2022-11-08
LOAN009400,CUS007613,Gold Loan,5432493,9.93,Approved,2020-03-15
LOAN009401,CUS011325,Gold Loan,4150920,8.8,Closed,2024-03-15
LOAN009402,CUS001306,Home Loan,229027,8.22,Approved,2023-01-27
LOAN009403,CUS000495,Home Loan,157516,8.41,Approved,2022-11-03
LOAN009404,CUS008678,Education Loan,194509,10.33,Pending,2020-08-06
LOAN009405,CUS018835,Business Loan,237809,11.45,Pending,2025-07-13
LOAN009406,CUS018298,Education Loan,253623,8.87,Approved,2024-04-22
LOAN009407,CUS006854,Business Loan,7301006,13.14,Approved,2020-12-07
LOAN009408,CUS004804,Education Loan,168285,11.55,Approved,2024-09-25
LOAN009409,CUS001457,Business Loan,56937,7.9,Approved,2020-01-02
LOAN009410,CUS011698,Personal Loan,2035232,11.4,Closed,2020-05-25
LOAN009411,CUS006805,Home Loan,755382,8.74,Approved,2021-12-19
LOAN009412,CUS001195,Education Loan,8457642,7.53,Pending,2025-02-19
LOAN009413,CUS015501,Home Loan,4660468,13.57,Pending,2020-03-16
LOAN009414,CUS000976,Car Loan,877017,9.35,Closed,2021-04-20
LOAN009415,CUS003093,Business Loan,3390635,9.89,Approved,2022-08-19
LOAN009416,CUS013364,Home Loan,2630007,11.29,Approved,2020-09-13
LOAN009417,CUS004690,Business Loan,201968,8.85,Approved,2024-02-05
LOAN009418,CUS011428,Gold Loan,151565,7.85,Closed,2021-02-19
LOAN009419,CUS013398,Business Loan,3810020,11.31,Approved,2023-08-05
LOAN009420,CUS002729,Business Loan,208824,13.56,Approved,2020-07-02
LOAN009421,CUS018134,Home Loan,219593,8.36,Approved,2021-03-19
LOAN009422,CUS013971,Education Loan,2422699,10.57,Pending,2024-03-12
LOAN009423,CUS002887,Gold Loan,929813,10.72,Approved,2025-07-25
LOAN009424,CUS018580,Home Loan,260332,11.54,Approved,2025-07-21
LOAN009425,CUS015487,Business Loan,106223,10.04,Approved,2025-03-14
LOAN009426,CUS003110,Education Loan,112942,10.95,Approved,2020-11-22
LOAN009427,CUS001951,Personal Loan,6475453,7.72,Closed,2021-12-15
LOAN009428,CUS002618,Education Loan,163330,9.57,Pending,2020-05-05
LOAN009429,CUS012596,Car Loan,8391499,8.98,Approved,2024-11-11
LOAN009430,CUS005863,Car Loan,260958,8.16,Approved,2022-11-28
LOAN009431,CUS002254,Education Loan,143531,10.56,Approved,2020-10-26
LOAN009432,CUS005331,Home Loan,290682,11.74,Approved,2020-09-07
LOAN009433,CUS014569,Education Loan,231548,12.06,Approved,2025-05-06
LOAN009434,CUS017057,Car Loan,668333,12.43,Pending,2025-10-07
LOAN009435,CUS014000,Gold Loan,7520232,12.49,Approved,2022-01-28
LOAN009436,CUS017933,Home Loan,254749,13.06,Pending,2023-11-24
LOAN009437,CUS004983,Home Loan,156954,9.16,Approved,2022-02-24
LOAN009438,CUS011793,Personal Loan,931888,12.46,Approved,2020-09-06
LOAN009439,CUS005712,Home Loan,1859305,12.79,Pending,2021-07-15
LOAN009440,CUS017017,Personal Loan,2421699,12.32,Approved,2025-04-22
LOAN009441,CUS015718,Gold Loan,116766,10.0,Pending,2020-10-06
LOAN009442,CUS014539,Business Loan,234556,13.28,Approved,2022-08-19
LOAN009443,CUS007702,Gold Loan,167688,12.97,Approved,2020-01-07
LOAN009444,CUS005486,Business Loan,260055,10.31,Closed,2024-02-11
LOAN009445,CUS000829,Education Loan,71250,12.68,Approved,2022-02-11
LOAN009446,CUS017203,Business Loan,51987,8.27,Pending,2021-05-14
LOAN009447,CUS015912,Gold Loan,75633,12.27,Pending,2020-04-17
LOAN009448,CUS017597,Business Loan,3022307,7.66,Approved,2024-01-14
LOAN009449,CUS013831,Car Loan,2243901,13.04,Pending,2024-04-23
LOAN009450,CUS012212,Personal Loan,2271083,10.21,Pending,2024-03-20
LOAN009451,CUS000062,Business Loan,281350,9.44,Approved,2025-02-18
LOAN009452,CUS017462,Car Loan,211073,9.3,Approved,2024-06-09
LOAN009453,CUS012186,Business Loan,594958,12.65,Approved,2021-08-01
LOAN009454,CUS004457,Business Loan,2696269,9.6,Approved,2022-06-12
LOAN009455,CUS001866,Business Loan,450048,12.63,Pending,2022-02-17
LOAN009456,CUS008324,Personal Loan,104487,12.54,Approved,2022-06-21
LOAN009457,CUS014740,Car Loan,264344,11.94,Approved,2022-07-19
LOAN009458,CUS010428,Gold Loan,204527,8.11,Approved,2024-10-09
LOAN009459,CUS010313,Gold Loan,1980004,9.87,Approved,2020-05-17
LOAN009460,CUS012288,Education Loan,1718451,11.68,Pending,2023-03-09
LOAN009461,CUS019031,Car Loan,2429243,8.27,Approved,2023-09-06
LOAN009462,CUS008660,Personal Loan,96949,11.46,Closed,2020-12-15
LOAN009463,CUS002072,Home Loan,5615167,11.73,Approved,2023-04-12
LOAN009464,CUS016087,Gold Loan,1799994,9.21,Approved,2020-11-23
LOAN009465,CUS011973,Gold Loan,2116988,12.93,Approved,2025-03-26
LOAN009466,CUS016997,Home Loan,187458,8.95,Approved,2025-07-02
LOAN009467,CUS010829,Home Loan,281335,11.03,Approved,2020-08-01
LOAN009468,CUS014483,Gold Loan,99968,13.35,Approved,2024-06-20
LOAN009469,CUS000766,Gold Loan,52140,12.68,Approved,2025-11-16
LOAN009470,CUS008754,Personal Loan,2779115,11.26,Closed,2020-04-07
LOAN009471,CUS014644,Home Loan,2625712,12.34,Approved,2022-07-17
LOAN009472,CUS005999,Home Loan,179553,8.48,Closed,2025-11-16
LOAN009473,CUS002147,Home Loan,5278562,12.62,Approved,2022-10-15
LOAN009474,CUS004614,Personal Loan,74506,10.3,Approved,2025-09-23
LOAN009475,CUS007047,Home Loan,118847,12.11,Approved,2022-01-16
LOAN009476,CUS008145,Gold Loan,3898277,10.24,Approved,2025-07-10
LOAN009477,CUS014845,Gold Loan,492723,9.55,Approved,2022-11-27
LOAN009478,CUS015556,Education Loan,54042,13.15,Approved,2022-02-13
LOAN009479,CUS005633,Home Loan,2160898,7.92,Approved,2025-01-16
LOAN009480,CUS014463,Home Loan,741353,13.47,Approved,2024-05-11
LOAN009481,CUS009425,Personal Loan,217319,7.49,Pending,2023-06-26
LOAN009482,CUS001064,Car Loan,1988055,9.16,Pending,2021-03-01
LOAN009483,CUS002873,Education Loan,5531148,7.45,Pending,2021-05-02
LOAN009484,CUS005805,Education Loan,299422,7.5,Approved,2021-10-01
LOAN009485,CUS013867,Home Loan,90620,8.57,Pending,2021-03-17
LOAN009486,CUS008581,Car Loan,670740,11.88,Closed,2024-11-18
LOAN009487,CUS013914,Car Loan,7807384,7.57,Approved,2022-08-11
LOAN009488,CUS003121,Gold Loan,9010168,8.69,Approved,2021-04-20
LOAN009489,CUS018489,Personal Loan,7726724,12.37,Pending,2021-02-17
LOAN009490,CUS019323,Education Loan,66773,10.66,Approved,2025-12-03
LOAN009491,CUS004799,Car Loan,5424410,12.02,Approved,2022-03-28
LOAN009492,CUS002664,Business Loan,193256,10.63,Approved,2025-07-19
LOAN009493,CUS016565,Education Loan,96567,12.55,Pending,2023-12-13
LOAN009494,CUS007526,Personal Loan,101004,9.59,Approved,2025-11-09
LOAN009495,CUS004586,Education Loan,898216,9.59,Approved,2020-11-25
LOAN009496,CUS009223,Home Loan,222873,13.23,Approved,2025-07-10
LOAN009497,CUS003672,Education Loan,174214,7.99,Approved,2021-07-10
LOAN009498,CUS004316,Car Loan,608545,10.48,Approved,2024-02-16
LOAN009499,CUS016992,Home Loan,77483,8.06,Approved,2021-09-25
LOAN009500,CUS009519,Gold Loan,104894,10.76,Approved,2025-10-19
LOAN009501,CUS012031,Car Loan,182840,8.49,Approved,2023-10-11
LOAN009502,CUS002277,Education Loan,7464000,10.92,Approved,2020-01-10
LOAN009503,CUS007525,Education Loan,268903,12.09,Approved,2022-04-17
LOAN009504,CUS001136,Education Loan,1540616,8.17,Approved,2020-05-10
LOAN009505,CUS009409,Car Loan,7981841,7.35,Approved,2020-05-23
LOAN009506,CUS015869,Education Loan,104900,11.81,Pending,2021-03-03
LOAN009507,CUS011984,Education Loan,70539,7.73,Approved,2025-10-12
LOAN009508,CUS013794,Personal Loan,5344043,12.01,Pending,2023-06-18
LOAN009509,CUS001224,Education Loan,154897,10.27,Approved,2022-10-04
LOAN009510,CUS005032,Education Loan,271188,11.98,Pending,2025-12-06
LOAN009511,CUS015683,Business Loan,4734968,13.08,Approved,2023-04-03
LOAN009512,CUS004840,Business Loan,144342,12.96,Approved,2020-05-02
LOAN009513,CUS009839,Education Loan,125621,13.52,Pending,2024-04-07
LOAN009514,CUS007297,Personal Loan,5049930,11.03,Pending,2023-06-12
LOAN009515,CUS002921,Education Loan,981794,10.05,Closed,2020-11-16
LOAN009516,CUS016093,Education Loan,2007312,9.29,Approved,2020-07-13
LOAN009517,CUS018363,Education Loan,5514124,12.24,Approved,2023-01-14
LOAN009518,CUS010368,Business Loan,230586,8.01,Approved,2022-11-12
LOAN009519,CUS001250,Business Loan,675327,8.84,Approved,2024-11-13
LOAN009520,CUS014492,Business Loan,4972195,11.51,Approved,2025-08-24
LOAN009521,CUS002761,Car Loan,225385,12.55,Approved,2021-03-21
LOAN009522,CUS008144,Business Loan,180868,9.73,Closed,2020-04-02
LOAN009523,CUS015664,Home Loan,279311,7.97,Approved,2020-04-21
LOAN009524,CUS006800,Home Loan,125326,11.33,Approved,2025-01-02
LOAN009525,CUS011222,Car Loan,216364,8.9,Pending,2025-08-08
LOAN009526,CUS018139,Gold Loan,263685,11.4,Approved,2022-05-08
LOAN009527,CUS000665,Personal Loan,140741,7.85,Approved,2022-07-11
LOAN009528,CUS003805,Education Loan,176810,13.26,Approved,2023-01-18
LOAN009529,CUS003233,Education Loan,131468,9.27,Approved,2022-07-01
LOAN009530,CUS018190,Car Loan,265846,9.7,Closed,2023-06-20
LOAN009531,CUS019787,Gold Loan,57003,7.94,Closed,2020-07-06
LOAN009532,CUS017830,Business Loan,2691159,8.51,Approved,2021-04-22
LOAN009533,CUS012383,Car Loan,4184219,8.66,Approved,2024-03-08
LOAN009534,CUS016502,Car Loan,221050,8.86,Approved,2020-07-07
LOAN009535,CUS008262,Gold Loan,197033,12.35,Approved,2025-05-06
LOAN009536,CUS019449,Personal Loan,173300,8.19,Approved,2022-04-02
LOAN009537,CUS007236,Home Loan,176609,11.06,Approved,2025-07-05
LOAN009538,CUS008449,Personal Loan,2526142,10.47,Pending,2025-06-27
LOAN009539,CUS006289,Home Loan,138556,8.26,Approved,2025-07-16
LOAN009540,CUS006136,Business Loan,9157570,12.76,Pending,2025-07-07
LOAN009541,CUS012415,Business Loan,524207,7.5,Approved,2022-10-27
LOAN009542,CUS014354,Education Loan,4597807,10.24,Approved,2023-10-25
LOAN009543,CUS004675,Gold Loan,167521,9.2,Approved,2023-06-03
LOAN009544,CUS009444,Car Loan,9591991,10.02,Closed,2024-03-06
LOAN009545,CUS014897,Home Loan,2563973,7.64,Approved,2024-06-17
LOAN009546,CUS003029,Business Loan,955195,10.27,Approved,2025-01-05
LOAN009547,CUS000490,Gold Loan,253797,11.02,Approved,2024-04-01
LOAN009548,CUS011348,Business Loan,2309695,8.08,Pending,2020-12-16
LOAN009549,CUS015388,Home Loan,9361986,10.33,Pending,2020-10-03
LOAN009550,CUS011997,Gold Loan,258070,9.53,Pending,2021-10-07
LOAN009551,CUS000037,Business Loan,1843743,11.53,Approved,2020-06-28
LOAN009552,CUS006375,Personal Loan,156103,7.84,Approved,2023-02-07
LOAN009553,CUS016839,Business Loan,7242747,10.1,Pending,2022-08-11
LOAN009554,CUS015759,Personal Loan,2510463,13.55,Approved,2020-09-06
LOAN009555,CUS012461,Business Loan,1096992,10.41,Approved,2022-10-16
LOAN009556,CUS008286,Home Loan,539719,8.08,Approved,2022-11-26
LOAN009557,CUS003925,Gold Loan,101881,11.35,Approved,2021-08-19
LOAN009558,CUS016927,Education Loan,89269,13.21,Approved,2021-05-26
LOAN009559,CUS014316,Gold Loan,125249,8.66,Closed,2022-01-01
LOAN009560,CUS017986,Car Loan,150951,12.44,Approved,2024-09-09
LOAN009561,CUS006246,Home Loan,2061393,11.63,Pending,2022-10-10
LOAN009562,CUS001772,Car Loan,117149,8.07,Approved,2023-06-05
LOAN009563,CUS003918,Home Loan,3194534,9.01,Pending,2022-10-27
LOAN009564,CUS015715,Education Loan,9547181,11.3,Closed,2025-04-09
LOAN009565,CUS000788,Gold Loan,280449,11.43,Approved,2025-03-16
LOAN009566,CUS009075,Gold Loan,355661,11.26,Pending,2024-02-22
LOAN009567,CUS014555,Personal Loan,93429,10.1,Approved,2024-06-05
LOAN009568,CUS006549,Home Loan,193881,9.19,Approved,2025-06-13
LOAN009569,CUS015462,Personal Loan,8520549,12.31,Closed,2024-06-09
LOAN009570,CUS018358,Car Loan,2679449,11.23,Approved,2025-07-27
LOAN009571,CUS000558,Personal Loan,2912623,11.48,Approved,2022-02-13
LOAN009572,CUS013584,Education Loan,189906,8.0,Approved,2025-06-28
LOAN009573,CUS000550,Business Loan,115631,8.45,Pending,2023-12-16
LOAN009574,CUS000229,Gold Loan,1862998,8.17,Approved,2024-05-07
LOAN009575,CUS019014,Car Loan,215966,13.6,Closed,2021-06-26
LOAN009576,CUS011059,Home Loan,278922,13.29,Approved,2020-11-20
LOAN009577,CUS004074,Home Loan,2961082,13.71,Approved,2023-05-17
LOAN009578,CUS017238,Car Loan,1132151,10.28,Approved,2025-02-16
LOAN009579,CUS019173,Personal Loan,57484,10.94,Closed,2025-05-26
LOAN009580,CUS008628,Car Loan,129239,8.74,Approved,2023-03-14
LOAN009581,CUS009053,Car Loan,174375,10.5,Closed,2025-12-22
LOAN009582,CUS015147,Gold Loan,136808,9.77,Approved,2021-01-09
LOAN009583,CUS004029,Gold Loan,274041,9.32,Approved,2021-07-14
LOAN009584,CUS013068,Personal Loan,3486079,11.51,Approved,2025-09-14
LOAN009585,CUS017229,Personal Loan,166268,9.93,Pending,2023-12-20
LOAN009586,CUS010005,Gold Loan,5680625,10.8,Pending,2021-05-27
LOAN009587,CUS014471,Personal Loan,134495,8.1,Approved,2020-02-08
LOAN009588,CUS007817,Business Loan,262463,9.18,Approved,2020-03-02
LOAN009589,CUS004667,Education Loan,131878,7.67,Approved,2024-02-03
LOAN009590,CUS007719,Education Loan,4020719,10.95,Approved,2021-12-18
LOAN009591,CUS005621,Gold Loan,791716,12.81,Pending,2022-05-27
LOAN009592,CUS001246,Business Loan,50187,11.45,Approved,2023-06-09
LOAN009593,CUS014245,Business Loan,476842,8.52,Pending,2020-08-19
LOAN009594,CUS000590,Home Loan,274612,12.49,Approved,2022-08-03
LOAN009595,CUS008177,Personal Loan,2081832,10.76,Approved,2021-05-08
LOAN009596,CUS014425,Education Loan,9753753,10.46,Pending,2023-10-07
LOAN009597,CUS004107,Car Loan,298782,12.85,Approved,2023-05-11
LOAN009598,CUS004167,Business Loan,198503,11.4,Approved,2023-01-28
LOAN009599,CUS006031,Personal Loan,210775,9.07,Approved,2020-03-08
LOAN009600,CUS004865,Education Loan,220067,13.02,Approved,2021-08-08
LOAN009601,CUS016722,Business Loan,209006,8.3,Approved,2020-01-03
LOAN009602,CUS016746,Home Loan,179188,12.62,Pending,2022-12-08
LOAN009603,CUS013739,Personal Loan,67741,13.49,Approved,2024-02-24
LOAN009604,CUS009354,Car Loan,137302,12.15,Approved,2020-04-20
LOAN009605,CUS007682,Home Loan,3298612,13.09,Pending,2025-06-19
LOAN009606,CUS019881,Gold Loan,6892777,13.04,Approved,2025-02-17
LOAN009607,CUS012250,Personal Loan,200485,10.44,Pending,2021-10-27
LOAN009608,CUS012769,Gold Loan,9581438,9.96,Approved,2023-01-03
LOAN009609,CUS002555,Business Loan,598208,10.84,Approved,2023-03-07
LOAN009610,CUS013540,Education Loan,141915,11.63,Pending,2021-04-26
LOAN009611,CUS010146,Gold Loan,162206,10.2,Approved,2024-12-25
LOAN009612,CUS014415,Business Loan,195436,8.63,Approved,2023-10-21
LOAN009613,CUS003901,Personal Loan,1988483,7.25,Approved,2025-05-03
LOAN009614,CUS007840,Car Loan,2992735,12.09,Approved,2020-10-24
LOAN009615,CUS011616,Home Loan,3223540,11.03,Pending,2022-11-16
LOAN009616,CUS006126,Car Loan,1749722,7.5,Approved,2021-05-19
LOAN009617,CUS006396,Home Loan,116928,10.96,Approved,2022-05-11
LOAN009618,CUS001077,Car Loan,87449,11.61,Approved,2023-12-12
